p1,p2,result,date
gcihmhfrnwnovm,nrrpossxt,Win,11-07-05
gcihmhfrnwnovm,nrrpossxt,Win,11-07-05
gcihmhfrnwnovm,nrrpossxt,Win,11-07-05
gcihmhfrnwnovm,nrrpossxt,Loss,11-07-05
gcihmhfrnwnovm,nrrpossxt,Win,11-07-05
gcihmhfrnwnovm,nrrpossxt,Win,11-07-05
gcihmhfrnwnovm,nrrpossxt,Loss,11-07-05
gcihmhfrnwnovm,nrrpossxt,Win,11-07-05
gcihmhfrnwnovm,nrrpossxt,Loss,11-07-05
gcihmhfrnwnovm,nrrpossxt,Win,11-07-05
gcihmhfrnwnovm,nrrpossxt,Loss,11-07-05
gcihmhfrnwnovm,nrrpossxt,Loss,11-07-05
gcihmhfrnwnovm,nrrpossxt,Win,11-07-05
gcihmhfrnwnovm,cz,Loss,11-07-05
gcihmhfrnwnovm,cz,Win,11-07-05
gcihmhfrnwnovm,cz,Win,11-07-05
gcihmhfrnwnovm,cz,Win,11-07-05
gcihmhfrnwnovm,cz,Win,11-07-05
gcihmhfrnwnovm,cz,Win,11-07-05
gcihmhfrnwnovm,cz,Win,11-07-05
gcihmhfrnwnovm,cz,Loss,11-07-05
gcihmhfrnwnovm,cz,Win,11-07-05
gcihmhfrnwnovm,cz,Loss,11-07-05
gcihmhfrnwnovm,cz,Win,11-07-05
gcihmhfrnwnovm,cz,Win,11-07-05
gcihmhfrnwnovm,cz,Win,11-07-05
gcihmhfrnwnovm,cz,Win,11-07-05
gcihmhfrnwnovm,cz,Win,11-07-05
gcihmhfrnwnovm,cz,Win,11-07-05
gcihmhfrnwnovm,cz,Loss,11-07-05
gcihmhfrnwnovm,cz,Loss,11-07-05
gcihmhfrnwnovm,cz,Loss,11-07-05
gcihmhfrnwnovm,cz,Loss,11-07-05
gcihmhfrnwnovm,sxlq,Loss,11-07-05
gcihmhfrnwnovm,sxlq,Loss,11-07-05
gcihmhfrnwnovm,sxlq,Win,11-07-05
gcihmhfrnwnovm,sxlq,Loss,11-07-05
gcihmhfrnwnovm,sxlq,Loss,11-07-05
gcihmhfrnwnovm,sxlq,Loss,11-07-05
gcihmhfrnwnovm,sxlq,Win,11-07-05
gcihmhfrnwnovm,sxlq,Win,11-07-05
gcihmhfrnwnovm,sxlq,Win,11-07-05
gcihmhfrnwnovm,sxlq,Loss,11-07-05
gcihmhfrnwnovm,sxlq,Win,11-07-05
gcihmhfrnwnovm,sxlq,Win,11-07-05
gcihmhfrnwnovm,sxlq,Loss,11-07-05
gcihmhfrnwnovm,sxlq,Loss,11-07-05
gcihmhfrnwnovm,sxlq,Win,11-07-05
gcihmhfrnwnovm,sxlq,Win,11-07-05
gcihmhfrnwnovm,sxlq,Win,11-07-05
gcihmhfrnwnovm,sxlq,Loss,11-07-05
gcihmhfrnwnovm,sxlq,Loss,11-07-05
gcihmhfrnwnovm,sxlq,Loss,11-07-05
gcihmhfrnwnovm,cq,Win,11-07-05
gcihmhfrnwnovm,cq,Loss,11-07-05
gcihmhfrnwnovm,cq,Win,11-07-05
gcihmhfrnwnovm,cq,Win,11-07-05
gcihmhfrnwnovm,cq,Loss,11-07-05
gcihmhfrnwnovm,cq,Win,11-07-05
gcihmhfrnwnovm,cq,Loss,11-07-05
gcihmhfrnwnovm,cq,Loss,11-07-05
gcihmhfrnwnovm,cq,Win,11-07-05
gcihmhfrnwnovm,cq,Loss,11-07-05
gcihmhfrnwnovm,cq,Loss,11-07-05
gcihmhfrnwnovm,cq,Loss,11-07-05
gcihmhfrnwnovm,cq,Win,11-07-05
gcihmhfrnwnovm,cq,Loss,11-07-05
gcihmhfrnwnovm,cq,Win,11-07-05
gcihmhfrnwnovm,cq,Loss,11-07-05
gcihmhfrnwnovm,cq,Loss,11-07-05
gcihmhfrnwnovm,cq,Loss,11-07-05
gcihmhfrnwnovm,cq,Loss,11-07-05
gcihmhfrnwnovm,cq,Win,11-07-05
gcihmhfrnwnovm,gfopfs,Loss,11-07-05
gcihmhfrnwnovm,gfopfs,Win,11-07-05
gcihmhfrnwnovm,gfopfs,Loss,11-07-05
gcihmhfrnwnovm,gfopfs,Loss,11-07-05
gcihmhfrnwnovm,gfopfs,Loss,11-07-05
gcihmhfrnwnovm,gfopfs,Win,11-07-05
gcihmhfrnwnovm,gfopfs,Win,11-07-05
gcihmhfrnwnovm,gfopfs,Win,11-07-05
gcihmhfrnwnovm,gfopfs,Win,11-07-05
gcihmhfrnwnovm,gfopfs,Win,11-07-05
gcihmhfrnwnovm,gfopfs,Win,11-07-05
gcihmhfrnwnovm,gfopfs,Loss,11-07-05
gcihmhfrnwnovm,gfopfs,Loss,11-07-05
gcihmhfrnwnovm,gfopfs,Win,11-07-05
gcihmhfrnwnovm,gfopfs,Loss,11-07-05
gcihmhfrnwnovm,gfopfs,Win,11-07-05
gcihmhfrnwnovm,gfopfs,Loss,11-07-05
gcihmhfrnwnovm,gfopfs,Win,11-07-05
gcihmhfrnwnovm,gfopfs,Win,11-07-05
gcihmhfrnwnovm,gfopfs,Loss,11-07-05
gcihmhfrnwnovm,tdhjkzdskqp,Win,11-07-05
gcihmhfrnwnovm,tdhjkzdskqp,Loss,11-07-05
gcihmhfrnwnovm,tdhjkzdskqp,Win,11-07-05
gcihmhfrnwnovm,tdhjkzdskqp,Loss,11-07-05
gcihmhfrnwnovm,tdhjkzdskqp,Win,11-07-05
gcihmhfrnwnovm,tdhjkzdskqp,Loss,11-07-05
gcihmhfrnwnovm,tdhjkzdskqp,Win,11-07-05
gcihmhfrnwnovm,tdhjkzdskqp,Win,11-07-05
gcihmhfrnwnovm,tdhjkzdskqp,Loss,11-07-05
gcihmhfrnwnovm,tdhjkzdskqp,Win,11-07-05
gcihmhfrnwnovm,tdhjkzdskqp,Loss,11-07-05
gcihmhfrnwnovm,tdhjkzdskqp,Loss,11-07-05
gcihmhfrnwnovm,tdhjkzdskqp,Loss,11-07-05
gcihmhfrnwnovm,tdhjkzdskqp,Win,11-07-05
gcihmhfrnwnovm,tdhjkzdskqp,Loss,11-07-05
gcihmhfrnwnovm,tdhjkzdskqp,Win,11-07-05
gcihmhfrnwnovm,tdhjkzdskqp,Loss,11-07-05
gcihmhfrnwnovm,tdhjkzdskqp,Win,11-07-05
gcihmhfrnwnovm,tdhjkzdskqp,Loss,11-07-05
gcihmhfrnwnovm,tdhjkzdskqp,Win,11-07-05
gcihmhfrnwnovm,ieuc,Loss,11-07-05
gcihmhfrnwnovm,ieuc,Loss,11-07-05
gcihmhfrnwnovm,ieuc,Win,11-07-05
gcihmhfrnwnovm,ieuc,Win,11-07-05
gcihmhfrnwnovm,ieuc,Win,11-07-05
gcihmhfrnwnovm,ieuc,Loss,11-07-05
gcihmhfrnwnovm,ieuc,Loss,11-07-05
gcihmhfrnwnovm,ieuc,Loss,11-07-05
gcihmhfrnwnovm,ieuc,Loss,11-07-05
gcihmhfrnwnovm,ieuc,Loss,11-07-05
gcihmhfrnwnovm,ieuc,Win,11-07-05
gcihmhfrnwnovm,ieuc,Loss,11-07-05
gcihmhfrnwnovm,ieuc,Win,11-07-05
gcihmhfrnwnovm,ieuc,Loss,11-07-05
gcihmhfrnwnovm,ieuc,Loss,11-07-05
gcihmhfrnwnovm,ieuc,Win,11-07-05
gcihmhfrnwnovm,ieuc,Loss,11-07-05
gcihmhfrnwnovm,ieuc,Win,11-07-05
gcihmhfrnwnovm,ieuc,Loss,11-07-05
gcihmhfrnwnovm,ieuc,Win,11-07-05
gcihmhfrnwnovm,yobvgatenmqz,Loss,11-07-05
gcihmhfrnwnovm,yobvgatenmqz,Loss,11-07-05
gcihmhfrnwnovm,yobvgatenmqz,Win,11-07-05
gcihmhfrnwnovm,yobvgatenmqz,Loss,11-07-05
gcihmhfrnwnovm,yobvgatenmqz,Loss,11-07-05
gcihmhfrnwnovm,yobvgatenmqz,Win,11-07-05
gcihmhfrnwnovm,yobvgatenmqz,Win,11-07-05
gcihmhfrnwnovm,yobvgatenmqz,Loss,11-07-05
gcihmhfrnwnovm,yobvgatenmqz,Loss,11-07-05
gcihmhfrnwnovm,yobvgatenmqz,Win,11-07-05
gcihmhfrnwnovm,yobvgatenmqz,Win,11-07-05
gcihmhfrnwnovm,yobvgatenmqz,Loss,11-07-05
gcihmhfrnwnovm,yobvgatenmqz,Loss,11-07-05
gcihmhfrnwnovm,yobvgatenmqz,Loss,11-07-05
gcihmhfrnwnovm,yobvgatenmqz,Win,11-07-05
gcihmhfrnwnovm,yobvgatenmqz,Win,11-07-05
gcihmhfrnwnovm,yobvgatenmqz,Loss,11-07-05
gcihmhfrnwnovm,yobvgatenmqz,Win,11-07-05
gcihmhfrnwnovm,yobvgatenmqz,Loss,11-07-05
gcihmhfrnwnovm,yobvgatenmqz,Loss,11-07-05
gcihmhfrnwnovm,bqi,Loss,11-07-05
gcihmhfrnwnovm,bqi,Win,11-07-05
gcihmhfrnwnovm,bqi,Win,11-07-05
gcihmhfrnwnovm,bqi,Loss,11-07-05
gcihmhfrnwnovm,bqi,Win,11-07-05
gcihmhfrnwnovm,bqi,Loss,11-07-05
gcihmhfrnwnovm,bqi,Loss,11-07-05
gcihmhfrnwnovm,bqi,Win,11-07-05
gcihmhfrnwnovm,bqi,Win,11-07-05
gcihmhfrnwnovm,bqi,Win,11-07-05
gcihmhfrnwnovm,bqi,Loss,11-07-05
gcihmhfrnwnovm,bqi,Loss,11-07-05
gcihmhfrnwnovm,bqi,Loss,11-07-05
gcihmhfrnwnovm,bqi,Win,11-07-05
gcihmhfrnwnovm,bqi,Loss,11-07-05
gcihmhfrnwnovm,bqi,Win,11-07-05
gcihmhfrnwnovm,bqi,Loss,11-07-05
gcihmhfrnwnovm,bqi,Win,11-07-05
gcihmhfrnwnovm,bqi,Loss,11-07-05
gcihmhfrnwnovm,bqi,Loss,11-07-05
gcihmhfrnwnovm,xoqtnoel,Loss,11-07-05
gcihmhfrnwnovm,xoqtnoel,Loss,11-07-05
gcihmhfrnwnovm,xoqtnoel,Win,11-07-05
gcihmhfrnwnovm,xoqtnoel,Loss,11-07-05
gcihmhfrnwnovm,xoqtnoel,Win,11-07-05
gcihmhfrnwnovm,xoqtnoel,Win,11-07-05
gcihmhfrnwnovm,xoqtnoel,Loss,11-07-05
gcihmhfrnwnovm,xoqtnoel,Loss,11-07-05
gcihmhfrnwnovm,xoqtnoel,Win,11-07-05
gcihmhfrnwnovm,xoqtnoel,Loss,11-07-05
gcihmhfrnwnovm,xoqtnoel,Win,11-07-05
gcihmhfrnwnovm,xoqtnoel,Win,11-07-05
gcihmhfrnwnovm,xoqtnoel,Win,11-07-05
gcihmhfrnwnovm,xoqtnoel,Loss,11-07-05
gcihmhfrnwnovm,xoqtnoel,Loss,11-07-05
gcihmhfrnwnovm,xoqtnoel,Loss,11-07-05
gcihmhfrnwnovm,xoqtnoel,Win,11-07-05
gcihmhfrnwnovm,xoqtnoel,Win,11-07-05
gcihmhfrnwnovm,xoqtnoel,Win,11-07-05
gcihmhfrnwnovm,xoqtnoel,Win,11-07-05
gcihmhfrnwnovm,zzksozn,Loss,11-07-05
gcihmhfrnwnovm,zzksozn,Win,11-07-05
gcihmhfrnwnovm,zzksozn,Loss,11-07-05
gcihmhfrnwnovm,zzksozn,Win,11-07-05
gcihmhfrnwnovm,zzksozn,Loss,11-07-05
gcihmhfrnwnovm,zzksozn,Loss,11-07-05
gcihmhfrnwnovm,zzksozn,Loss,11-07-05
gcihmhfrnwnovm,zzksozn,Win,11-07-05
gcihmhfrnwnovm,zzksozn,Loss,11-07-05
gcihmhfrnwnovm,zzksozn,Win,11-07-05
gcihmhfrnwnovm,zzksozn,Win,11-07-05
gcihmhfrnwnovm,zzksozn,Win,11-07-05
gcihmhfrnwnovm,zzksozn,Loss,11-07-05
gcihmhfrnwnovm,zzksozn,Win,11-07-05
gcihmhfrnwnovm,zzksozn,Win,11-07-05
gcihmhfrnwnovm,zzksozn,Win,11-07-05
gcihmhfrnwnovm,zzksozn,Loss,11-07-05
gcihmhfrnwnovm,zzksozn,Win,11-07-05
gcihmhfrnwnovm,zzksozn,Win,11-07-05
gcihmhfrnwnovm,zzksozn,Win,11-07-05
gcihmhfrnwnovm,pdrmqiudmsytta,Win,11-07-05
gcihmhfrnwnovm,pdrmqiudmsytta,Loss,11-07-05
gcihmhfrnwnovm,pdrmqiudmsytta,Loss,11-07-05
gcihmhfrnwnovm,pdrmqiudmsytta,Loss,11-07-05
gcihmhfrnwnovm,pdrmqiudmsytta,Win,11-07-05
gcihmhfrnwnovm,pdrmqiudmsytta,Win,11-07-05
gcihmhfrnwnovm,pdrmqiudmsytta,Win,11-07-05
gcihmhfrnwnovm,pdrmqiudmsytta,Win,11-07-05
gcihmhfrnwnovm,pdrmqiudmsytta,Win,11-07-05
gcihmhfrnwnovm,pdrmqiudmsytta,Win,11-07-05
gcihmhfrnwnovm,pdrmqiudmsytta,Loss,11-07-05
gcihmhfrnwnovm,pdrmqiudmsytta,Win,11-07-05
gcihmhfrnwnovm,pdrmqiudmsytta,Loss,11-07-05
gcihmhfrnwnovm,pdrmqiudmsytta,Win,11-07-05
gcihmhfrnwnovm,pdrmqiudmsytta,Loss,11-07-05
gcihmhfrnwnovm,pdrmqiudmsytta,Win,11-07-05
gcihmhfrnwnovm,pdrmqiudmsytta,Win,11-07-05
gcihmhfrnwnovm,pdrmqiudmsytta,Loss,11-07-05
gcihmhfrnwnovm,pdrmqiudmsytta,Loss,11-07-05
gcihmhfrnwnovm,pdrmqiudmsytta,Win,11-07-05
gcihmhfrnwnovm,soehgyfchqe,Win,11-07-05
gcihmhfrnwnovm,soehgyfchqe,Loss,11-07-05
gcihmhfrnwnovm,soehgyfchqe,Loss,11-07-05
gcihmhfrnwnovm,soehgyfchqe,Loss,11-07-05
gcihmhfrnwnovm,soehgyfchqe,Loss,11-07-05
gcihmhfrnwnovm,soehgyfchqe,Win,11-07-05
gcihmhfrnwnovm,soehgyfchqe,Loss,11-07-05
gcihmhfrnwnovm,soehgyfchqe,Loss,11-07-05
gcihmhfrnwnovm,soehgyfchqe,Loss,11-07-05
gcihmhfrnwnovm,soehgyfchqe,Loss,11-07-05
gcihmhfrnwnovm,soehgyfchqe,Loss,11-07-05
gcihmhfrnwnovm,soehgyfchqe,Win,11-07-05
gcihmhfrnwnovm,soehgyfchqe,Win,11-07-05
gcihmhfrnwnovm,soehgyfchqe,Win,11-07-05
gcihmhfrnwnovm,soehgyfchqe,Loss,11-07-05
gcihmhfrnwnovm,soehgyfchqe,Win,11-07-05
gcihmhfrnwnovm,soehgyfchqe,Loss,11-07-05
gcihmhfrnwnovm,soehgyfchqe,Win,11-07-05
gcihmhfrnwnovm,soehgyfchqe,Loss,11-07-05
gcihmhfrnwnovm,soehgyfchqe,Loss,11-07-05
gcihmhfrnwnovm,jitxavr,Win,11-07-05
gcihmhfrnwnovm,jitxavr,Loss,11-07-05
gcihmhfrnwnovm,jitxavr,Loss,11-07-05
gcihmhfrnwnovm,jitxavr,Win,11-07-05
gcihmhfrnwnovm,jitxavr,Loss,11-07-05
gcihmhfrnwnovm,jitxavr,Loss,11-07-05
gcihmhfrnwnovm,jitxavr,Win,11-07-05
gcihmhfrnwnovm,jitxavr,Loss,11-07-05
gcihmhfrnwnovm,jitxavr,Loss,11-07-05
gcihmhfrnwnovm,jitxavr,Win,11-07-05
gcihmhfrnwnovm,jitxavr,Win,11-07-05
gcihmhfrnwnovm,jitxavr,Win,11-07-05
gcihmhfrnwnovm,jitxavr,Loss,11-07-05
gcihmhfrnwnovm,jitxavr,Win,11-07-05
gcihmhfrnwnovm,jitxavr,Loss,11-07-05
gcihmhfrnwnovm,jitxavr,Loss,11-07-05
gcihmhfrnwnovm,jitxavr,Win,11-07-05
gcihmhfrnwnovm,jitxavr,Loss,11-07-05
gcihmhfrnwnovm,jitxavr,Loss,11-07-05
gcihmhfrnwnovm,jitxavr,Win,11-07-05
gcihmhfrnwnovm,ccfuqksr,Loss,11-07-05
gcihmhfrnwnovm,ccfuqksr,Win,11-07-05
gcihmhfrnwnovm,ccfuqksr,Loss,11-07-05
gcihmhfrnwnovm,ccfuqksr,Win,11-07-05
gcihmhfrnwnovm,ccfuqksr,Win,11-07-05
gcihmhfrnwnovm,ccfuqksr,Win,11-07-05
gcihmhfrnwnovm,ccfuqksr,Loss,11-07-05
gcihmhfrnwnovm,ccfuqksr,Win,11-07-05
gcihmhfrnwnovm,ccfuqksr,Loss,11-07-05
gcihmhfrnwnovm,ccfuqksr,Win,11-07-05
gcihmhfrnwnovm,ccfuqksr,Loss,11-07-05
gcihmhfrnwnovm,ccfuqksr,Loss,11-07-05
gcihmhfrnwnovm,ccfuqksr,Win,11-07-05
gcihmhfrnwnovm,ccfuqksr,Win,11-07-05
gcihmhfrnwnovm,ccfuqksr,Win,11-07-05
gcihmhfrnwnovm,ccfuqksr,Win,11-07-05
gcihmhfrnwnovm,ccfuqksr,Win,11-07-05
gcihmhfrnwnovm,ccfuqksr,Loss,11-07-05
gcihmhfrnwnovm,ccfuqksr,Loss,11-07-05
gcihmhfrnwnovm,ccfuqksr,Loss,11-07-05
gcihmhfrnwnovm,mfow,Win,11-07-05
gcihmhfrnwnovm,mfow,Win,11-07-05
gcihmhfrnwnovm,mfow,Loss,11-07-05
gcihmhfrnwnovm,mfow,Loss,11-07-05
gcihmhfrnwnovm,mfow,Loss,11-07-05
gcihmhfrnwnovm,mfow,Win,11-07-05
gcihmhfrnwnovm,mfow,Win,11-07-05
gcihmhfrnwnovm,mfow,Loss,11-07-05
gcihmhfrnwnovm,mfow,Win,11-07-05
gcihmhfrnwnovm,mfow,Loss,11-07-05
gcihmhfrnwnovm,mfow,Loss,11-07-05
gcihmhfrnwnovm,mfow,Win,11-07-05
gcihmhfrnwnovm,mfow,Loss,11-07-05
gcihmhfrnwnovm,mfow,Win,11-07-05
gcihmhfrnwnovm,mfow,Win,11-07-05
gcihmhfrnwnovm,mfow,Loss,11-07-05
gcihmhfrnwnovm,mfow,Win,11-07-05
gcihmhfrnwnovm,mfow,Loss,11-07-05
gcihmhfrnwnovm,mfow,Win,11-07-05
gcihmhfrnwnovm,mfow,Loss,11-07-05
gcihmhfrnwnovm,wqaeup,Win,11-07-05
gcihmhfrnwnovm,wqaeup,Loss,11-07-05
gcihmhfrnwnovm,wqaeup,Win,11-07-05
gcihmhfrnwnovm,wqaeup,Loss,11-07-05
gcihmhfrnwnovm,wqaeup,Loss,11-07-05
gcihmhfrnwnovm,wqaeup,Win,11-07-05
gcihmhfrnwnovm,wqaeup,Win,11-07-05
gcihmhfrnwnovm,wqaeup,Win,11-07-05
gcihmhfrnwnovm,wqaeup,Win,11-07-05
gcihmhfrnwnovm,wqaeup,Loss,11-07-05
gcihmhfrnwnovm,wqaeup,Win,11-07-05
gcihmhfrnwnovm,wqaeup,Win,11-07-05
gcihmhfrnwnovm,wqaeup,Loss,11-07-05
gcihmhfrnwnovm,wqaeup,Loss,11-07-05
gcihmhfrnwnovm,wqaeup,Loss,11-07-05
gcihmhfrnwnovm,wqaeup,Win,11-07-05
gcihmhfrnwnovm,wqaeup,Loss,11-07-05
gcihmhfrnwnovm,wqaeup,Win,11-07-05
gcihmhfrnwnovm,wqaeup,Loss,11-07-05
gcihmhfrnwnovm,wqaeup,Win,11-07-05
gcihmhfrnwnovm,nefrcpfebhy,Loss,11-07-05
gcihmhfrnwnovm,nefrcpfebhy,Loss,11-07-05
gcihmhfrnwnovm,nefrcpfebhy,Loss,11-07-05
gcihmhfrnwnovm,nefrcpfebhy,Loss,11-07-05
gcihmhfrnwnovm,nefrcpfebhy,Win,11-07-05
gcihmhfrnwnovm,nefrcpfebhy,Win,11-07-05
gcihmhfrnwnovm,nefrcpfebhy,Win,11-07-05
gcihmhfrnwnovm,nefrcpfebhy,Loss,11-07-05
gcihmhfrnwnovm,nefrcpfebhy,Loss,11-07-05
gcihmhfrnwnovm,nefrcpfebhy,Loss,11-07-05
gcihmhfrnwnovm,nefrcpfebhy,Win,11-07-05
gcihmhfrnwnovm,nefrcpfebhy,Loss,11-07-05
gcihmhfrnwnovm,nefrcpfebhy,Win,11-07-05
gcihmhfrnwnovm,nefrcpfebhy,Win,11-07-05
gcihmhfrnwnovm,nefrcpfebhy,Win,11-07-05
gcihmhfrnwnovm,nefrcpfebhy,Loss,11-07-05
gcihmhfrnwnovm,nefrcpfebhy,Loss,11-07-05
gcihmhfrnwnovm,nefrcpfebhy,Win,11-07-05
gcihmhfrnwnovm,nefrcpfebhy,Loss,11-07-05
gcihmhfrnwnovm,nefrcpfebhy,Win,11-07-05
gcihmhfrnwnovm,njmxrihncutd,Loss,11-07-05
gcihmhfrnwnovm,njmxrihncutd,Win,11-07-05
gcihmhfrnwnovm,njmxrihncutd,Loss,11-07-05
gcihmhfrnwnovm,njmxrihncutd,Loss,11-07-05
gcihmhfrnwnovm,njmxrihncutd,Win,11-07-05
gcihmhfrnwnovm,njmxrihncutd,Loss,11-07-05
gcihmhfrnwnovm,njmxrihncutd,Win,11-07-05
gcihmhfrnwnovm,njmxrihncutd,Win,11-07-05
gcihmhfrnwnovm,njmxrihncutd,Loss,11-07-05
gcihmhfrnwnovm,njmxrihncutd,Win,11-07-05
gcihmhfrnwnovm,njmxrihncutd,Loss,11-07-05
gcihmhfrnwnovm,njmxrihncutd,Loss,11-07-05
gcihmhfrnwnovm,njmxrihncutd,Loss,11-07-05
gcihmhfrnwnovm,njmxrihncutd,Loss,11-07-05
gcihmhfrnwnovm,njmxrihncutd,Loss,11-07-05
gcihmhfrnwnovm,njmxrihncutd,Loss,11-07-05
gcihmhfrnwnovm,njmxrihncutd,Win,11-07-05
gcihmhfrnwnovm,njmxrihncutd,Win,11-07-05
gcihmhfrnwnovm,njmxrihncutd,Win,11-07-05
gcihmhfrnwnovm,njmxrihncutd,Win,11-07-05
gcihmhfrnwnovm,vzywx,Win,11-07-05
gcihmhfrnwnovm,vzywx,Loss,11-07-05
gcihmhfrnwnovm,vzywx,Loss,11-07-05
gcihmhfrnwnovm,vzywx,Win,11-07-05
gcihmhfrnwnovm,vzywx,Win,11-07-05
gcihmhfrnwnovm,vzywx,Win,11-07-05
gcihmhfrnwnovm,vzywx,Loss,11-07-05
gcihmhfrnwnovm,vzywx,Loss,11-07-05
gcihmhfrnwnovm,vzywx,Win,11-07-05
gcihmhfrnwnovm,vzywx,Loss,11-07-05
gcihmhfrnwnovm,vzywx,Loss,11-07-05
gcihmhfrnwnovm,vzywx,Loss,11-07-05
gcihmhfrnwnovm,vzywx,Win,11-07-05
gcihmhfrnwnovm,vzywx,Win,11-07-05
gcihmhfrnwnovm,vzywx,Loss,11-07-05
gcihmhfrnwnovm,vzywx,Loss,11-07-05
gcihmhfrnwnovm,vzywx,Loss,11-07-05
gcihmhfrnwnovm,vzywx,Win,11-07-05
gcihmhfrnwnovm,vzywx,Win,11-07-05
gcihmhfrnwnovm,vzywx,Win,11-07-05
gcihmhfrnwnovm,tjxrgox,Win,11-07-05
gcihmhfrnwnovm,tjxrgox,Loss,11-07-05
gcihmhfrnwnovm,tjxrgox,Win,11-07-05
gcihmhfrnwnovm,tjxrgox,Win,11-07-05
gcihmhfrnwnovm,tjxrgox,Win,11-07-05
gcihmhfrnwnovm,tjxrgox,Loss,11-07-05
gcihmhfrnwnovm,tjxrgox,Win,11-07-05
gcihmhfrnwnovm,tjxrgox,Loss,11-07-05
gcihmhfrnwnovm,tjxrgox,Win,11-07-05
gcihmhfrnwnovm,tjxrgox,Win,11-07-05
gcihmhfrnwnovm,tjxrgox,Win,11-07-05
gcihmhfrnwnovm,tjxrgox,Loss,11-07-05
gcihmhfrnwnovm,tjxrgox,Loss,11-07-05
gcihmhfrnwnovm,tjxrgox,Win,11-07-05
gcihmhfrnwnovm,tjxrgox,Loss,11-07-05
gcihmhfrnwnovm,tjxrgox,Win,11-07-05
gcihmhfrnwnovm,tjxrgox,Loss,11-07-05
gcihmhfrnwnovm,tjxrgox,Win,11-07-05
gcihmhfrnwnovm,tjxrgox,Loss,11-07-05
gcihmhfrnwnovm,tjxrgox,Win,11-07-05
gcihmhfrnwnovm,jjmkngwrlhje,Win,11-07-05
gcihmhfrnwnovm,jjmkngwrlhje,Win,11-07-05
gcihmhfrnwnovm,jjmkngwrlhje,Loss,11-07-05
gcihmhfrnwnovm,jjmkngwrlhje,Loss,11-07-05
gcihmhfrnwnovm,jjmkngwrlhje,Win,11-07-05
gcihmhfrnwnovm,jjmkngwrlhje,Loss,11-07-05
gcihmhfrnwnovm,jjmkngwrlhje,Loss,11-07-05
gcihmhfrnwnovm,jjmkngwrlhje,Loss,11-07-05
gcihmhfrnwnovm,jjmkngwrlhje,Win,11-07-05
gcihmhfrnwnovm,jjmkngwrlhje,Loss,11-07-05
